"cursed_daedra_heart","Cursed Daedra Heart","CursedDaedraHeart","LoreRim - Alchemy Tweaks.esp","LoreRim - Alchemy Tweaks.esp","6E000803","FECD1803","dispel","Dispel","REQ_Alch_Dispel","Requiem.esp","Requiem - Alchemy Redone.esp","0AAD3A55","7FAD3A55","positive","1","10.000000","0","0.500000","500"
"cursed_daedra_heart","Cursed Daedra Heart","CursedDaedraHeart","LoreRim - Alchemy Tweaks.esp","LoreRim - Alchemy Tweaks.esp","6E000803","FECD1803","fortify_health","Fortify Health","REQ_Alch_FortifyHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF3","0003EAF3","positive","2","20.000000","300","0.500000","500"
"cursed_daedra_heart","Cursed Daedra Heart","CursedDaedraHeart","LoreRim - Alchemy Tweaks.esp","LoreRim - Alchemy Tweaks.esp","6E000803","FECD1803","fortify_stamina","Fortify Stamina","REQ_Alch_FortifyStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF9","0003EAF9","positive","3","20.000000","300","0.500000","500"
"cursed_daedra_heart","Cursed Daedra Heart","CursedDaedraHeart","LoreRim - Alchemy Tweaks.esp","LoreRim - Alchemy Tweaks.esp","6E000803","FECD1803","fortify_magicka","Fortify Magicka","REQ_Alch_FortifyMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF8","0003EAF8","positive","4","20.000000","300","0.500000","500"
"dragon_horn","Dragon Horn","DH_DragonHorn","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000922","FE9CF922","fortify_armor_rating","Fortify Armor Rating","REQ_Alch_FortifyArmorRating","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1E","0003EB1E","positive","1","48.000000","120","0.250000","100"
"dragon_horn","Dragon Horn","DH_DragonHorn","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000922","FE9CF922","fortify_health","Fortify Health","REQ_Alch_FortifyHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF3","0003EAF3","positive","2","16.000000","300","0.250000","100"
"dragon_horn","Dragon Horn","DH_DragonHorn","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000922","FE9CF922","fortify_magicka","Fortify Magicka","REQ_Alch_FortifyMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF8","0003EAF8","positive","3","16.000000","300","0.250000","100"
"dragon_horn","Dragon Horn","DH_DragonHorn","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000922","FE9CF922","fortify_stamina","Fortify Stamina","REQ_Alch_FortifyStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF9","0003EAF9","positive","4","16.000000","300","0.250000","100"
"dragon_bile","Dragon Bile","DH_DragonBile","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000804","FE9CF804","weakness_to_fire","Weakness to Fire","REQ_Alch_WeaknessFire","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2D","00073F2D","negative","1","8.000000","30","0.250000","50"
"dragon_bile","Dragon Bile","DH_DragonBile","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000804","FE9CF804","weakness_to_frost","Weakness to Frost","REQ_Alch_WeaknessFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2E","00073F2E","negative","2","8.000000","30","0.250000","50"
"dragon_bile","Dragon Bile","DH_DragonBile","DragonHunting.esp","LoreRim - Alchemy Tweaks.esp","05000804","FE9CF804","weakness_to_shock","Weakness to Shock","REQ_Alch_WeaknessShock","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2F","00073F2F","negative","3","8.000000","30","0.250000","50"
